name,article_quality,country,Population (millions),region,revision_id
Didier Dogley,Stub,Seychelles,0.1,EASTERN AFRICA,1076671502
Errol Fonseka,Stub,Seychelles,0.1,EASTERN AFRICA,1070911539
Joel Morgan,Stub,Seychelles,0.1,EASTERN AFRICA,1079606825
Satya Naidu,Start,Seychelles,0.1,EASTERN AFRICA,1066946719
T. J. Alldridge,Stub,Sierra Leone,8.7,WESTERN AFRICA,1083153375
John Amadu Bangura,C,Sierra Leone,8.7,WESTERN AFRICA,1098272585
Arnold Jonathan Bishop-Gooding,Start,Sierra Leone,8.7,WESTERN AFRICA,1101346073
Christopher Okoro Cole,Start,Sierra Leone,8.7,WESTERN AFRICA,1110752519
Moinina Fofana,Stub,Sierra Leone,8.7,WESTERN AFRICA,949534467
Isatu Fofanah (politician),Stub,Sierra Leone,8.7,WESTERN AFRICA,1079483963
David J. Francis (politician),C,Sierra Leone,8.7,WESTERN AFRICA,1092035699
Momoh Gulama,Start,Sierra Leone,8.7,WESTERN AFRICA,949562875
Mohamed Wurie Jalloh,Stub,Sierra Leone,8.7,WESTERN AFRICA,1009329190
Henry M. Joko-Smart,Start,Sierra Leone,8.7,WESTERN AFRICA,1099837505
Andrew Juxon-Smith,Stub,Sierra Leone,8.7,WESTERN AFRICA,1104489204
Sunkari Kabba-Kamara,Start,Sierra Leone,8.7,WESTERN AFRICA,1077051140
Yahya Kanu,Start,Sierra Leone,8.7,WESTERN AFRICA,1107226049
Edward Kargbo,Stub,Sierra Leone,8.7,WESTERN AFRICA,1094590470
Momodu Kargbo,Stub,Sierra Leone,8.7,WESTERN AFRICA,1081953244
Danda Mohamed Kondeh,Stub,Sierra Leone,8.7,WESTERN AFRICA,949695532
David Lansana,C,Sierra Leone,8.7,WESTERN AFRICA,1100260184
Henry Josiah Lightfoot Boston,Start,Sierra Leone,8.7,WESTERN AFRICA,1115228918
Émile F. Luke,Stub,Sierra Leone,8.7,WESTERN AFRICA,1110752536
Henry O. Macauley,Stub,Sierra Leone,8.7,WESTERN AFRICA,1087779835
Alie Badara Mansaray,Stub,Sierra Leone,8.7,WESTERN AFRICA,1000259166
Mohamed Kamarainba Mansaray,C,Sierra Leone,8.7,WESTERN AFRICA,1105894039
Solomon Musa,Start,Sierra Leone,8.7,WESTERN AFRICA,1078399680
Thomas Peters (revolutionary),C,Sierra Leone,8.7,WESTERN AFRICA,1102429329
Bai Kelfa Sankoh,Stub,Sierra Leone,8.7,WESTERN AFRICA,1093263811
Tinga Seisay,C,Sierra Leone,8.7,WESTERN AFRICA,1103837195
Solomon Athanasius James Pratt,Stub,Sierra Leone,8.7,WESTERN AFRICA,1104360217
Valentine Strasser,C,Sierra Leone,8.7,WESTERN AFRICA,1109040965
Alpha Timbo,Start,Sierra Leone,8.7,WESTERN AFRICA,971644466
Andrew Kuan,Start,Singapore,5.5,SOUTHEAST ASIA,1106351077
Lim Han Hoe,C,Singapore,5.5,SOUTHEAST ASIA,1108446872
Ooi Boon Ewe,Start,Singapore,5.5,SOUTHEAST ASIA,1103546461
Nestor Ghiro,Stub,Solomon Islands,0.7,OCEANIA,1103157870
John Dean Kuku,Stub,Solomon Islands,0.7,OCEANIA,1103157243
Doreen Kuper,Start,Solomon Islands,0.7,OCEANIA,1071176674
Eric Lawson (politician),Start,Solomon Islands,0.7,OCEANIA,1103173015
John Maneniaru,Stub,Solomon Islands,0.7,OCEANIA,1103157725
Andrew Manepora,Stub,Solomon Islands,0.7,OCEANIA,1103157719
Julian Moti,C,Solomon Islands,0.7,OCEANIA,1097797290
Bartholomew Parapolo,Stub,Solomon Islands,0.7,OCEANIA,1103157673
Daniel Suidani,Start,Solomon Islands,0.7,OCEANIA,1109257595
Anthony Veke,Stub,Solomon Islands,0.7,OCEANIA,921555219
Joseph Waleanisia,Stub,Solomon Islands,0.7,OCEANIA,1103157537
Ajilon Jasper Nasiu,Stub,Solomon Islands,0.7,OCEANIA,1103157600
Dulton Adams,Stub,South Africa,60.6,SOUTHERN AFRICA,1086408049
Bongani Baloyi,C,South Africa,60.6,SOUTHERN AFRICA,1084870878
Henry Barrington,Start,South Africa,60.6,SOUTHERN AFRICA,1091913293
Japie Basson,Start,South Africa,60.6,SOUTHERN AFRICA,1091913341
Christiaan Frederik Beyers,Start,South Africa,60.6,SOUTHERN AFRICA,1099763792
Hendrietta Bogopane-Zulu,Start,South Africa,60.6,SOUTHERN AFRICA,1091913446
Bongani Bongo,C,South Africa,60.6,SOUTHERN AFRICA,1093781956
Henry Burton (South African politician),Start,South Africa,60.6,SOUTHERN AFRICA,1103715218
Shaun Byneveldt,Stub,South Africa,60.6,SOUTHERN AFRICA,1086431155
Marshall Campbell,Start,South Africa,60.6,SOUTHERN AFRICA,1112455259
Geoffrey Cronjé,Stub,South Africa,60.6,SOUTHERN AFRICA,1087229553
Rowan Cronjé,C,South Africa,60.6,SOUTHERN AFRICA,1090126948
David Dichaba,Stub,South Africa,60.6,SOUTHERN AFRICA,1087229999
Stephanus Jacobus du Toit,GA,South Africa,60.6,SOUTHERN AFRICA,1070184582
Jennifer Ferguson,Start,South Africa,60.6,SOUTHERN AFRICA,1084878734
Benjamin Wesley Greenacre,Stub,South Africa,60.6,SOUTHERN AFRICA,1088248229
Owen Horwood,Start,South Africa,60.6,SOUTHERN AFRICA,1084875345
Danie Hough,Stub,South Africa,60.6,SOUTHERN AFRICA,1096032434
John William Jagger,Start,South Africa,60.6,SOUTHERN AFRICA,1088423836
Christina Jasson,Start,South Africa,60.6,SOUTHERN AFRICA,1095281104
Makhosi Khoza,Start,South Africa,60.6,SOUTHERN AFRICA,1110352747
Adam Kok III,C,South Africa,60.6,SOUTHERN AFRICA,1084880247
Cornelius Kok II,Start,South Africa,60.6,SOUTHERN AFRICA,1027218749
Joel Krige,Stub,South Africa,60.6,SOUTHERN AFRICA,1092237074
Johannes Christoffel Krogh,Start,South Africa,60.6,SOUTHERN AFRICA,1097324284
Dawid Kruiper,Start,South Africa,60.6,SOUTHERN AFRICA,1084880270
Cornelis Jacobus Langenhoven,C,South Africa,60.6,SOUTHERN AFRICA,1100944645
Maruping Lekwene,Start,South Africa,60.6,SOUTHERN AFRICA,1088788887
Lindiwe Mabuza,C,South Africa,60.6,SOUTHERN AFRICA,1100374167
Elizabeth Mafekeng,C,South Africa,60.6,SOUTHERN AFRICA,1084880274
Mmusi Maimane,GA,South Africa,60.6,SOUTHERN AFRICA,1115303784
Geoff Makhubo,C,South Africa,60.6,SOUTHERN AFRICA,1098843482
Mabel Malherbe,Start,South Africa,60.6,SOUTHERN AFRICA,1091904503
Neo Maneng,Stub,South Africa,60.6,SOUTHERN AFRICA,1090707645
Themba Maseko,Start,South Africa,60.6,SOUTHERN AFRICA,1084880381
Bandile Masuku,C,South Africa,60.6,SOUTHERN AFRICA,1115516317
Qaqambile Matanzima,C,South Africa,60.6,SOUTHERN AFRICA,1084880360
Khayelihle Mathaba,Stub,South Africa,60.6,SOUTHERN AFRICA,1084880305
Graham McIntosh,C,South Africa,60.6,SOUTHERN AFRICA,1071895270
Ntombi Lentheng Mekgwe,Stub,South Africa,60.6,SOUTHERN AFRICA,1084875290
Jan Meyer,B,South Africa,60.6,SOUTHERN AFRICA,1100262444
Clarence Mini,C,South Africa,60.6,SOUTHERN AFRICA,1084878322
Wilton Mkwayi,C,South Africa,60.6,SOUTHERN AFRICA,1101374740
Zwakele Mncwango,C,South Africa,60.6,SOUTHERN AFRICA,1114285475
Ellen Molekane,Stub,South Africa,60.6,SOUTHERN AFRICA,1084871818
Silas Molema,Start,South Africa,60.6,SOUTHERN AFRICA,1087407617
John Moodey,C,South Africa,60.6,SOUTHERN AFRICA,1098205766
Frederick Moor,Start,South Africa,60.6,SOUTHERN AFRICA,1086100029
Viola Motsumi,Start,South Africa,60.6,SOUTHERN AFRICA,1084876921
Dali Mpofu,Start,South Africa,60.6,SOUTHERN AFRICA,1113078843
Mpumi Mpofu,Stub,South Africa,60.6,SOUTHERN AFRICA,1084874811
Bongani Msomi,Stub,South Africa,60.6,SOUTHERN AFRICA,1084870895
Prema Naidoo,Start,South Africa,60.6,SOUTHERN AFRICA,1086619086
Sister Bernard Ncube,C,South Africa,60.6,SOUTHERN AFRICA,1092981088
John Nkadimeng,Start,South Africa,60.6,SOUTHERN AFRICA,1106722224
Sibongile Judith Nkomo,Stub,South Africa,60.6,SOUTHERN AFRICA,1112786688
Stafford Parker,Start,South Africa,60.6,SOUTHERN AFRICA,1105552581
Fawzia Peer,Stub,South Africa,60.6,SOUTHERN AFRICA,1084880279
Penny Penny,Start,South Africa,60.6,SOUTHERN AFRICA,1092903833
Pieter Gysbert Noodt,Stub,South Africa,60.6,SOUTHERN AFRICA,975860917
Amichand Rajbansi,C,South Africa,60.6,SOUTHERN AFRICA,1066986085
JN Reddy (politician),GA,South Africa,60.6,SOUTHERN AFRICA,1113392946
Zamani Saul,Start,South Africa,60.6,SOUTHERN AFRICA,1084877243
Helen Sauls-August,Stub,South Africa,60.6,SOUTHERN AFRICA,1098455848
Charles Saunders (colonial administrator),Start,South Africa,60.6,SOUTHERN AFRICA,1098520391
Floyd Shivambu,C,South Africa,60.6,SOUTHERN AFRICA,1093791445
Archie Sibeko,C,South Africa,60.6,SOUTHERN AFRICA,1096673163
Letitia Sibeko,Start,South Africa,60.6,SOUTHERN AFRICA,1107939937
Edward Philip Solomon,Start,South Africa,60.6,SOUTHERN AFRICA,1106269773
Max Sonnenberg,Start,South Africa,60.6,SOUTHERN AFRICA,1096328535
Walter Stanford,C,South Africa,60.6,SOUTHERN AFRICA,1112747607
Richard Stuttaford,Start,South Africa,60.6,SOUTHERN AFRICA,980482363
Michael Tellinger,Start,South Africa,60.6,SOUTHERN AFRICA,1102506186
Moses Twebe,Stub,South Africa,60.6,SOUTHERN AFRICA,1084874768
Johannes Hendrikus Viljoen,Stub,South Africa,60.6,SOUTHERN AFRICA,1091590968
Andries Waterboer,Start,South Africa,60.6,SOUTHERN AFRICA,1084880251
Nicolaas Waterboer,Start,South Africa,60.6,SOUTHERN AFRICA,1105620135
Alan Winde,GA,South Africa,60.6,SOUTHERN AFRICA,1107724739
Thuli Dladla,Stub,South Africa,60.6,SOUTHERN AFRICA,1046068469
Paul Dlamini,Stub,South Africa,60.6,SOUTHERN AFRICA,1081249695
Prince Sozisa Dlamini,B,South Africa,60.6,SOUTHERN AFRICA,808556266
Njabulo Mabuza,Stub,South Africa,60.6,SOUTHERN AFRICA,1081249733
Themba Masuku,Start,South Africa,60.6,SOUTHERN AFRICA,1092838946
Charles Myeza,Stub,South Africa,60.6,SOUTHERN AFRICA,1112285121
Ben Nsibandze,Stub,South Africa,60.6,SOUTHERN AFRICA,1100374538
Jackson Abugo,Stub,South Sudan,10.9,EASTERN AFRICA,1095291739
Anisia Achieng,Start,South Sudan,10.9,EASTERN AFRICA,1101103198
Emmanuel Adil Anthony,Start,South Sudan,10.9,EASTERN AFRICA,1112647227
Africano Mande Gedima,C,South Sudan,10.9,EASTERN AFRICA,1115247401
Angelo Dayu Agor,Stub,South Sudan,10.9,EASTERN AFRICA,1078042589
Morris Yel Akol,Stub,South Sudan,10.9,EASTERN AFRICA,1084078778
Wol Akec Akol,Stub,South Sudan,10.9,EASTERN AFRICA,1093916563
Deng Deng Akon,Stub,South Sudan,10.9,EASTERN AFRICA,1107221543
Mayol Kur Akuei,Stub,South Sudan,10.9,EASTERN AFRICA,1044511023
Obuch Ojwok Akuo,Stub,South Sudan,10.9,EASTERN AFRICA,1065212992
Albino Bol,Stub,South Sudan,10.9,EASTERN AFRICA,1105090334
Jacob Aligo,Stub,South Sudan,10.9,EASTERN AFRICA,1095292336
Paul Malong Awan,C,South Sudan,10.9,EASTERN AFRICA,1105447742
Ayaa Benjamin Warille,Stub,South Sudan,10.9,EASTERN AFRICA,1113514909
Joseph Bakosoro,Stub,South Sudan,10.9,EASTERN AFRICA,1113578914
Francis Barsan,Stub,South Sudan,10.9,EASTERN AFRICA,1078637416
Tito Biel,Start,South Sudan,10.9,EASTERN AFRICA,1055829953
Abraham Makoi Bol,Stub,South Sudan,10.9,EASTERN AFRICA,919546351
Theresa Anyuat Bola,Stub,South Sudan,10.9,EASTERN AFRICA,1090872160
Mary Boyoi,Start,South Sudan,10.9,EASTERN AFRICA,1104061850
Paul Lodu Bureng,Stub,South Sudan,10.9,EASTERN AFRICA,1086320016
Cirino Hiteng Ofuho,Start,South Sudan,10.9,EASTERN AFRICA,1106297094
Nyandeng Malek Deliech,Start,South Sudan,10.9,EASTERN AFRICA,1090872164
Deng Deng Akuei,Stub,South Sudan,10.9,EASTERN AFRICA,919471963
William Deng Nhial,C,South Sudan,10.9,EASTERN AFRICA,1114800318
Aldo Deng,Start,South Sudan,10.9,EASTERN AFRICA,1032863130
Ronald Ruai Deng,Stub,South Sudan,10.9,EASTERN AFRICA,919609685
Teker Riek Dong,Stub,South Sudan,10.9,EASTERN AFRICA,918811425
John Malish Dujuk,Stub,South Sudan,10.9,EASTERN AFRICA,1108659929
George Echom,Start,South Sudan,10.9,EASTERN AFRICA,1067331237
Baptist Sabit Frances,Stub,South Sudan,10.9,EASTERN AFRICA,1068382948
Taban Deng Gai,GA,South Sudan,10.9,EASTERN AFRICA,1113427102
Jacob Kuwinsuk Gale,Stub,South Sudan,10.9,EASTERN AFRICA,1108503934
Joseph Garang,Start,South Sudan,10.9,EASTERN AFRICA,1099266151
Isaac Cleto Hassan,Stub,South Sudan,10.9,EASTERN AFRICA,1099791155
Rezik Zechariah Hassan,Stub,South Sudan,10.9,EASTERN AFRICA,949043206
Sarah Cleto Hassan,Start,South Sudan,10.9,EASTERN AFRICA,1111889684
Emmanuel Ija,Stub,South Sudan,10.9,EASTERN AFRICA,1095984007
Aggrey Jaden,Start,South Sudan,10.9,EASTERN AFRICA,1059224881
Chol Tong Mayay Jang,Stub,South Sudan,10.9,EASTERN AFRICA,888292366
Timothy Taban Juch,Stub,South Sudan,10.9,EASTERN AFRICA,1058136616
Michael Roberto Kenyi,Stub,South Sudan,10.9,EASTERN AFRICA,1087319671
Salva Kiir Mayardit,C,South Sudan,10.9,EASTERN AFRICA,1115281646
Peter Bol Koang,Stub,South Sudan,10.9,EASTERN AFRICA,918743234
Clement Wani Konga,Stub,South Sudan,10.9,EASTERN AFRICA,1102830572
Baba Medan Konya,Stub,South Sudan,10.9,EASTERN AFRICA,919549108
Kuol Deim Kuol,Stub,South Sudan,10.9,EASTERN AFRICA,1006056090
Samson L. Kwaje,Start,South Sudan,10.9,EASTERN AFRICA,1055834802
Felix Ladu,Stub,South Sudan,10.9,EASTERN AFRICA,1091814441
Paterno Legge,Stub,South Sudan,10.9,EASTERN AFRICA,1075466143
Stephen Lemi Lokuron,Stub,South Sudan,10.9,EASTERN AFRICA,1075465380
Natisio Loluke,Stub,South Sudan,10.9,EASTERN AFRICA,919628419
Joseph Lual Acuil,Start,South Sudan,10.9,EASTERN AFRICA,1063289231
Vincent Kujo Lubong,Stub,South Sudan,10.9,EASTERN AFRICA,1069101167
Mabior Garang De-Mabior,Start,South Sudan,10.9,EASTERN AFRICA,1113657913
Mary Karlino Madut,Stub,South Sudan,10.9,EASTERN AFRICA,1094131882
Simon Mijok Majak,Stub,South Sudan,10.9,EASTERN AFRICA,1100729735
Madang Majok,Stub,South Sudan,10.9,EASTERN AFRICA,930031820
Abraham Gum Makuach,Stub,South Sudan,10.9,EASTERN AFRICA,1112713366
Juma Ali Malou,Stub,South Sudan,10.9,EASTERN AFRICA,919560655
Mary Mawai,Stub,South Sudan,10.9,EASTERN AFRICA,1105243093
James Ajongo Mawut,Stub,South Sudan,10.9,EASTERN AFRICA,1093453653
Peter Mayen,Stub,South Sudan,10.9,EASTERN AFRICA,1109187939
Juliet Raphael Michael,Stub,South Sudan,10.9,EASTERN AFRICA,1094131128
John Peter Miskin,Stub,South Sudan,10.9,EASTERN AFRICA,1091499255
Afikaano Monday,Stub,South Sudan,10.9,EASTERN AFRICA,919576350
Joseph Monytuil,Stub,South Sudan,10.9,EASTERN AFRICA,1103909978
Hellen Murshali,Stub,South Sudan,10.9,EASTERN AFRICA,1103920974
Paulino Matip Nhial,GA,South Sudan,10.9,EASTERN AFRICA,1109450057
Elias Waya Nyipuoc,Start,South Sudan,10.9,EASTERN AFRICA,960248404
Rebecca Joshua Okwaci,Start,South Sudan,10.9,EASTERN AFRICA,1078883066
Nathaniel Oyet,Stub,South Sudan,10.9,EASTERN AFRICA,1113434840
Joseph Nyiegele Pacifo,Stub,South Sudan,10.9,EASTERN AFRICA,929980362
Bona Panek,Stub,South Sudan,10.9,EASTERN AFRICA,919581650
Ajonye Paperture,Stub,South Sudan,10.9,EASTERN AFRICA,1024512303
Paulino Lukudu Obede,Stub,South Sudan,10.9,EASTERN AFRICA,1105374820
Simon Kun Puoch,Stub,South Sudan,10.9,EASTERN AFRICA,1032614087
Patrick Raphael,Stub,South Sudan,10.9,EASTERN AFRICA,918739405
Richard Remo,Stub,South Sudan,10.9,EASTERN AFRICA,1068134189
Ruben Madol Arol Kachuol,Start,South Sudan,10.9,EASTERN AFRICA,1096745777
Adil Athanasio Surrur,Stub,South Sudan,10.9,EASTERN AFRICA,1106626605
John Lodu Tombe,Stub,South Sudan,10.9,EASTERN AFRICA,1075472084
Tong Akeen Ngor,Stub,South Sudan,10.9,EASTERN AFRICA,1049724514
Dier Tong Ngor,Stub,South Sudan,10.9,EASTERN AFRICA,1110997068
Michael Tongun,Stub,South Sudan,10.9,EASTERN AFRICA,1080331759
James Tor Monybuny,Start,South Sudan,10.9,EASTERN AFRICA,1005891533
Rin Tuec,Stub,South Sudan,10.9,EASTERN AFRICA,919609346
Efisio Kon Uguak,Stub,South Sudan,10.9,EASTERN AFRICA,1075404348
Augustino Jadalla Wani,Stub,South Sudan,10.9,EASTERN AFRICA,1094862433
Manasseh Lomole Waya,Stub,South Sudan,10.9,EASTERN AFRICA,1096606367
Juma Saeed Worju,Stub,South Sudan,10.9,EASTERN AFRICA,967664366
Justin Yak,Stub,South Sudan,10.9,EASTERN AFRICA,1110072478
Sujatha Paramanathan,C,Sri Lanka,22.4,SOUTH ASIA,1113502682
Marshal Perera,Start,Sri Lanka,22.4,SOUTH ASIA,1106530273
Sirimal Wijesinghe,C,Sri Lanka,22.4,SOUTH ASIA,1101551180
Robelto Hector,Stub,St. Kitts-Nevis,0.1,CARIBBEAN,1103515422
Eustace John,Stub,St. Kitts-Nevis,0.1,CARIBBEAN,1079695657
Shirley Skerrit-Andrew,Stub,St. Kitts-Nevis,0.1,CARIBBEAN,1066964128
Kenneth John,Start,St. Vincent and the Grenadines,0.1,CARIBBEAN,1100264544
Gertrude Protain,C,St. Vincent and the Grenadines,0.1,CARIBBEAN,1014394761
Alphonso Theodore Roberts,Start,St. Vincent and the Grenadines,0.1,CARIBBEAN,1077403825
Adil Abdel Aati,C,Sudan,46.9,NORTHERN AFRICA,961560512
Malik Agar,Start,Sudan,46.9,NORTHERN AFRICA,1105457485
Ali wad Hilu,Start,Sudan,46.9,NORTHERN AFRICA,1085011367
Mirghani Alnasri,Stub,Sudan,46.9,NORTHERN AFRICA,1059686019
Samuel Aru Bol,Start,Sudan,46.9,NORTHERN AFRICA,919521306
Tahani Abdalla Attia Gasmalla,Stub,Sudan,46.9,NORTHERN AFRICA,1102528472
Ibrahim Balandiya,Stub,Sudan,46.9,NORTHERN AFRICA,1055831182
Daud Bolad,C,Sudan,46.9,NORTHERN AFRICA,1061629688
Ahmed Diraige,C,Sudan,46.9,NORTHERN AFRICA,1103941566
Bishop Philip Abbas Ghaboush,Stub,Sudan,46.9,NORTHERN AFRICA,1012661225
Zakaria Chol Gideon Gakmar,Stub,Sudan,46.9,NORTHERN AFRICA,1002869856
Shartai Jaafar Abdel Hakam,Stub,Sudan,46.9,NORTHERN AFRICA,1105520433
Ja'afar Abdul El Hakh,Stub,Sudan,46.9,NORTHERN AFRICA,789974403
Osman Kebir,Stub,Sudan,46.9,NORTHERN AFRICA,1025563424
George Kongor Arop,Stub,Sudan,46.9,NORTHERN AFRICA,1026498747
Saeed Madibo,Stub,Sudan,46.9,NORTHERN AFRICA,894929684
Amin Mekki Medani,C,Sudan,46.9,NORTHERN AFRICA,1098277987
Jimmy Lemi Milla,Start,Sudan,46.9,NORTHERN AFRICA,1110668092
Muhammad Sa'id al-Qaddal,C,Sudan,46.9,NORTHERN AFRICA,1100493448
Muhammad Sharif (Kalifa),Start,Sudan,46.9,NORTHERN AFRICA,1050319332
Abdallahi ibn Muhammad,GA,Sudan,46.9,NORTHERN AFRICA,1092462251
Abdel Halim Muhammad,Stub,Sudan,46.9,NORTHERN AFRICA,1095715393
Abdul-Hamid Musa Kasha,Stub,Sudan,46.9,NORTHERN AFRICA,1073676200
Al Taib Mustafa,Start,Sudan,46.9,NORTHERN AFRICA,1106782827
Muhammad Nadi Pasha,Start,Sudan,46.9,NORTHERN AFRICA,1073123086
Theophilus Ochang,Start,Sudan,46.9,NORTHERN AFRICA,1026899751
Salih Mahmoud Osman,Start,Sudan,46.9,NORTHERN AFRICA,986231936
Ibrahim El-Salahi,C,Sudan,46.9,NORTHERN AFRICA,1114079134
Santino Deng Teng,Start,Sudan,46.9,NORTHERN AFRICA,1033617848
Simon Makwac Mayen,Stub,Sudan,46.9,NORTHERN AFRICA,1106184658
Eliaba James Surur,Start,Sudan,46.9,NORTHERN AFRICA,1104223419
Alhaj Adam Yousef,Stub,Sudan,46.9,NORTHERN AFRICA,1040529764
Yusuf al-Ajab,Start,Sudan,46.9,NORTHERN AFRICA,1082923942
Céline Amaudruz,Stub,Switzerland,8.8,WESTERN EUROPE,1078966867
Beat Arnold,Start,Switzerland,8.8,WESTERN EUROPE,1103551315
Mustafa Atici,Start,Switzerland,8.8,WESTERN EUROPE,1093168910
Gallus Jacob Baumgartner,Start,Switzerland,8.8,WESTERN EUROPE,1034339108
Martin Bäumle,Start,Switzerland,8.8,WESTERN EUROPE,1113180976
Pierre François Bellot,Stub,Switzerland,8.8,WESTERN EUROPE,1085380321
Jacqueline Berenstein-Wavre,Start,Switzerland,8.8,WESTERN EUROPE,1098279107
Peter Bodenmann,C,Switzerland,8.8,WESTERN EUROPE,1097652987
Ulrich Bremi,Stub,Switzerland,8.8,WESTERN EUROPE,1109100989
Achille Casanova,Start,Switzerland,8.8,WESTERN EUROPE,1109101260
Conradin Cramer,Start,Switzerland,8.8,WESTERN EUROPE,1109136165
Niklaus Dachselhofer,Stub,Switzerland,8.8,WESTERN EUROPE,989253083
Sigmund von Erlach,Stub,Switzerland,8.8,WESTERN EUROPE,1047996896
Heinrich Escher,Stub,Switzerland,8.8,WESTERN EUROPE,1051201875
Johann Rudolf Faesch,Stub,Switzerland,8.8,WESTERN EUROPE,1109260563
Peter Falck,GA,Switzerland,8.8,WESTERN EUROPE,1113518708
Franz Rudolf Frisching,Start,Switzerland,8.8,WESTERN EUROPE,1025992173
Urs Glutz von Blotzheim,Stub,Switzerland,8.8,WESTERN EUROPE,1079107579
Jürg Grossen,Start,Switzerland,8.8,WESTERN EUROPE,1113181116
Tim Guldimann,Start,Switzerland,8.8,WESTERN EUROPE,1114164708
Georg Friedrich Heilmann,Stub,Switzerland,8.8,WESTERN EUROPE,1065849307
Thomas Helbling,Start,Switzerland,8.8,WESTERN EUROPE,1097655440
Eva Herzog,Start,Switzerland,8.8,WESTERN EUROPE,1113518226
David Hess (painter),Start,Switzerland,8.8,WESTERN EUROPE,1088977153
Karl Otto Hunziker,Start,Switzerland,8.8,WESTERN EUROPE,1073762856
Beat Jans,C,Switzerland,8.8,WESTERN EUROPE,1109261316
Walter Kälin,C,Switzerland,8.8,WESTERN EUROPE,1097656534
Frédéric-César de La Harpe,C,Switzerland,8.8,WESTERN EUROPE,1103177637
Georgie Lamon,Stub,Switzerland,8.8,WESTERN EUROPE,1065924058
Paul Lüönd,Stub,Switzerland,8.8,WESTERN EUROPE,1073049884
Ferdinand Masset,Stub,Switzerland,8.8,WESTERN EUROPE,947627249
Frank Melloul,C,Switzerland,8.8,WESTERN EUROPE,1110313720
Guy Mettan,Start,Switzerland,8.8,WESTERN EUROPE,1099961825
Jakob Meyer zum Hasen,C,Switzerland,8.8,WESTERN EUROPE,1109307770
Kurt Meyer (Lucerne),Stub,Switzerland,8.8,WESTERN EUROPE,1114680785
Sophie Michaud Gigon,Start,Switzerland,8.8,WESTERN EUROPE,1016857420
Peter Ochs,Start,Switzerland,8.8,WESTERN EUROPE,1013192676
Giovanni Orelli,Start,Switzerland,8.8,WESTERN EUROPE,1066004666
Ludwig Pfyffer,Start,Switzerland,8.8,WESTERN EUROPE,1077498198
Valérie Piller Carrard,Start,Switzerland,8.8,WESTERN EUROPE,1054866115
Ital Reding the Elder,Start,Switzerland,8.8,WESTERN EUROPE,1050573175
Jules Repond,Start,Switzerland,8.8,WESTERN EUROPE,1026286888
Farah Rumy,Start,Switzerland,8.8,WESTERN EUROPE,1101258104
Vinzenz Rüttimann,C,Switzerland,8.8,WESTERN EUROPE,1101460842
Sergio Salvioni,Start,Switzerland,8.8,WESTERN EUROPE,1104342564
Alfred Emanuel Sarasin,Stub,Switzerland,8.8,WESTERN EUROPE,1112830593
Nicolas Théodore de Saussure,GA,Switzerland,8.8,WESTERN EUROPE,1112325459
Peter-Josef Schallberger,Stub,Switzerland,8.8,WESTERN EUROPE,1022570699
Josef Scherrer,Stub,Switzerland,8.8,WESTERN EUROPE,1045327007
Guy-Olivier Segond,C,Switzerland,8.8,WESTERN EUROPE,1105606820
André Simonazzi,Start,Switzerland,8.8,WESTERN EUROPE,1096441273
Carlo Sommaruga,Start,Switzerland,8.8,WESTERN EUROPE,1112581627
Niklaus Friedrich von Steiger,Stub,Switzerland,8.8,WESTERN EUROPE,1108836802
Charles-Alexandre Steinhäuslin,Start,Switzerland,8.8,WESTERN EUROPE,942439844
Hansjörg Trachsel,Start,Switzerland,8.8,WESTERN EUROPE,1019997611
Paul Usteri,Start,Switzerland,8.8,WESTERN EUROPE,1081662107
Eric Weber,Start,Switzerland,8.8,WESTERN EUROPE,1078967037
Johann Rudolf Wettstein,GA,Switzerland,8.8,WESTERN EUROPE,1109870613
Karl Emil Wild,Start,Switzerland,8.8,WESTERN EUROPE,1068658484
Louis Wyrsch,C,Switzerland,8.8,WESTERN EUROPE,1078281666
Paul Wyss,Stub,Switzerland,8.8,WESTERN EUROPE,1110030427
Theodor Ab Yberg,Stub,Switzerland,8.8,WESTERN EUROPE,1022570814
Sebastian Peregrin Zwyer,Start,Switzerland,8.8,WESTERN EUROPE,1090177502
Liu Yongfu,C,Taiwan,23.2,EAST ASIA,1102541692
Qiu Fengjia,Start,Taiwan,23.2,EAST ASIA,1031398824
Xie Jieshi,Start,Taiwan,23.2,EAST ASIA,1111816567
Zheng Jing,C,Taiwan,23.2,EAST ASIA,1108206522
Zheng Kezang,Stub,Taiwan,23.2,EAST ASIA,1065962947
Timothy Apiyo,Stub,Tanzania,65.5,EASTERN AFRICA,1065741413
Maurice Henry Dorman,Start,Tanzania,65.5,EASTERN AFRICA,1087530718
Fundikira III,Start,Tanzania,65.5,EASTERN AFRICA,1047557188
Josephat Gwajima,Start,Tanzania,65.5,EASTERN AFRICA,1068157438
Issa Kassim Issa,Stub,Tanzania,65.5,EASTERN AFRICA,1099825065
Barbro Cecilia Johansson,Start,Tanzania,65.5,EASTERN AFRICA,1112314591
Bonnah Kaluwa,Start,Tanzania,65.5,EASTERN AFRICA,1109169773
Jeremiah Kasambala,Start,Tanzania,65.5,EASTERN AFRICA,1014980814
Hemed Khamis,Stub,Tanzania,65.5,EASTERN AFRICA,1065741571
Adam Kimbisa,Stub,Tanzania,65.5,EASTERN AFRICA,1096079486
